Player,Age,Tm,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,Year,MVP,W/L%,SRS,Playoffs
Brandon Roy,24,POR,0.006,78,37.2,22.6,4.7,5.1,1.1,0.3,0.48,0.377,0.8240000000000001,13.5,0.223,2009,False,0.659,5.0,True
Dirk Nowitzki,30,DAL,0.002,81,37.7,25.9,8.4,2.4,0.8,0.8,0.479,0.359,0.89,10.9,0.171,2009,False,0.61,1.68,True
Tim Duncan,32,SAS,0.002,75,33.7,19.3,10.7,3.5,0.5,1.7,0.504,0.0,0.6920000000000001,10.1,0.191,2009,False,0.659,3.36,True
Yao Ming,28,HOU,0.001,77,33.6,19.7,9.9,1.8,0.4,1.9,0.5479999999999999,1.0,0.866,10.6,0.196,2009,False,0.6459999999999999,3.73,True
LeBron James,25,CLE,0.98,76,39.0,29.7,7.3,8.6,1.6,1.0,0.503,0.33299999999999996,0.767,18.5,0.299,2010,True,0.7440000000000001,6.17,True
Kevin Durant,21,OKC,0.495,82,39.5,30.1,7.6,2.8,1.4,1.0,0.47600000000000003,0.365,0.9,16.1,0.23800000000000002,2010,False,0.61,3.55,True
Kobe Bryant,31,LAL,0.48700000000000004,73,38.8,27.0,5.4,5.0,1.5,0.3,0.456,0.32899999999999996,0.8109999999999999,9.4,0.16,2010,False,0.695,4.78,True
Dwight Howard,24,ORL,0.389,82,34.7,18.3,13.2,1.8,0.9,2.8,0.612,0.0,0.5920000000000001,13.2,0.223,2010,False,0.72,7.12,True
Dwyane Wade,28,MIA,0.09699999999999999,77,36.3,26.6,4.8,6.5,1.8,1.1,0.47600000000000003,0.3,0.7609999999999999,13.0,0.22399999999999998,2010,False,0.573,1.99,True
Carmelo Anthony,25,DEN,0.053,69,38.2,28.2,6.6,3.2,1.3,0.4,0.45799999999999996,0.316,0.83,7.9,0.145,2010,False,0.6459999999999999,4.15,True
Dirk Nowitzki,31,DAL,0.045,81,37.5,25.0,7.7,2.7,0.9,1.0,0.48100000000000004,0.42100000000000004,0.915,12.3,0.19399999999999998,2010,False,0.6709999999999999,2.66,True
Steve Nash,35,PHO,0.04,81,32.8,16.5,3.3,11.0,0.5,0.1,0.507,0.426,0.938,9.9,0.17800000000000002,2010,False,0.659,4.67,True
Deron Williams,25,UTA,0.006,76,36.9,18.7,4.0,10.5,1.3,0.2,0.469,0.371,0.8009999999999999,10.3,0.177,2010,False,0.6459999999999999,5.33,True
Amar'e Stoudemire,27,PHO,0.004,82,34.6,23.1,8.9,1.0,0.6,1.0,0.557,0.16699999999999998,0.7709999999999999,10.7,0.18100000000000002,2010,False,0.659,4.67,True
Manu Ginóbili,32,SAS,0.002,75,28.7,16.5,3.8,4.9,1.4,0.3,0.441,0.377,0.87,9.7,0.21600000000000003,2010,False,0.61,5.07,True
Chauncey Billups,33,DEN,0.001,73,34.1,19.5,3.1,5.6,1.1,0.1,0.418,0.386,0.91,9.5,0.182,2010,False,0.6459999999999999,4.15,True
Chris Bosh,25,TOR,0.001,70,36.1,24.0,10.8,2.4,0.6,1.0,0.518,0.364,0.797,9.6,0.182,2010,False,0.488,-1.83,False
Joe Johnson,28,ATL,0.001,76,38.0,21.3,4.6,4.9,1.1,0.1,0.45799999999999996,0.369,0.818,8.4,0.14,2010,False,0.6459999999999999,4.44,True
Derrick Rose,22,CHI,0.977,81,37.4,25.0,4.1,7.7,1.0,0.6,0.445,0.332,0.858,13.1,0.20800000000000002,2011,True,0.7559999999999999,6.53,True
Dwight Howard,25,ORL,0.531,78,37.6,22.9,14.1,1.4,1.4,2.4,0.593,0.0,0.596,14.4,0.235,2011,False,0.634,4.92,True
LeBron James,26,MIA,0.431,79,38.8,26.7,7.5,7.0,1.6,0.6,0.51,0.33,0.759,15.6,0.244,2011,False,0.7070000000000001,6.76,True
Kobe Bryant,32,LAL,0.354,82,33.9,25.3,5.1,4.7,1.2,0.1,0.451,0.32299999999999995,0.828,10.3,0.17800000000000002,2011,False,0.695,6.01,True
Kevin Durant,22,OKC,0.157,78,38.9,27.7,6.8,2.7,1.1,1.0,0.462,0.35,0.88,12.0,0.18899999999999997,2011,False,0.6709999999999999,3.81,True
Dirk Nowitzki,32,DAL,0.09300000000000001,73,34.3,23.0,7.0,2.6,0.5,0.6,0.517,0.39299999999999996,0.892,11.1,0.213,2011,False,0.695,4.41,True
Dwyane Wade,29,MIA,0.02,76,37.1,25.5,6.4,4.6,1.5,1.1,0.5,0.306,0.758,12.8,0.218,2011,False,0.7070000000000001,6.76,True
Manu Ginóbili,33,SAS,0.017,80,30.3,17.4,3.7,4.9,1.5,0.4,0.433,0.349,0.871,9.9,0.195,2011,False,0.7440000000000001,5.86,True
Amar'e Stoudemire,28,NYK,0.006999999999999999,78,36.8,25.3,8.2,2.6,0.9,1.9,0.502,0.435,0.792,8.0,0.134,2011,False,0.512,0.48,True
Blake Griffin,21,LAC,0.004,82,38.0,22.5,12.1,3.8,0.8,0.5,0.506,0.292,0.642,9.8,0.152,2011,False,0.39,-2.71,False
Rajon Rondo,24,BOS,0.004,68,37.2,10.6,4.4,11.2,2.3,0.2,0.475,0.233,0.568,6.6,0.126,2011,False,0.6829999999999999,4.83,True
Tony Parker,28,SAS,0.002,78,32.4,17.5,3.1,6.6,1.2,0.0,0.519,0.35700000000000004,0.769,8.2,0.156,2011,False,0.7440000000000001,5.86,True
Chris Paul,25,NOH,0.002,80,36.0,15.9,4.1,9.8,2.4,0.1,0.46299999999999997,0.38799999999999996,0.878,13.9,0.23199999999999998,2011,False,0.561,1.28,True
LeBron James,27,MIA,0.888,62,37.5,27.1,7.9,6.2,1.9,0.8,0.531,0.36200000000000004,0.7709999999999999,14.5,0.298,2012,True,0.6970000000000001,5.72,True
Kevin Durant,23,OKC,0.735,66,38.6,28.0,8.0,3.5,1.3,1.2,0.496,0.387,0.86,12.2,0.23,2012,False,0.7120000000000001,6.44,True
Chris Paul,26,LAC,0.318,60,36.4,19.8,3.6,9.1,2.5,0.1,0.478,0.371,0.861,12.7,0.278,2012,False,0.606,2.82,True
Kobe Bryant,33,LAL,0.29100000000000004,58,38.5,27.9,5.4,4.6,1.2,0.3,0.43,0.303,0.845,6.2,0.132,2012,False,0.621,1.96,True
Tony Parker,29,SAS,0.27399999999999997,60,32.1,18.3,2.9,7.7,1.0,0.1,0.48,0.23,0.799,7.1,0.177,2012,False,0.758,7.28,True
Kevin Love,23,MIN,0.048,55,39.0,26.0,13.3,2.0,0.9,0.5,0.44799999999999995,0.37200000000000005,0.8240000000000001,10.0,0.223,2012,False,0.39399999999999996,-1.83,False
Dwight Howard,26,ORL,0.011000000000000001,54,38.3,20.6,14.5,1.9,1.5,2.1,0.573,0.0,0.491,7.7,0.179,2012,False,0.561,0.46,True
Rajon Rondo,25,BOS,0.01,53,36.9,11.9,4.8,11.7,1.8,0.1,0.44799999999999995,0.23800000000000002,0.597,4.9,0.121,2012,False,0.591,2.26,True
Steve Nash,37,PHO,0.006,62,31.6,12.5,3.0,10.7,0.6,0.1,0.532,0.39,0.894,5.9,0.14400000000000002,2012,False,0.5,0.29,False
Dwyane Wade,30,MIA,0.005,49,33.2,22.1,4.8,4.6,1.7,1.3,0.49700000000000005,0.268,0.7909999999999999,7.7,0.22699999999999998,2012,False,0.6970000000000001,5.72,True
Derrick Rose,23,CHI,0.004,39,35.3,21.8,3.4,7.9,0.9,0.7,0.435,0.312,0.812,6.0,0.21100000000000002,2012,False,0.758,7.43,True
Dirk Nowitzki,33,DAL,0.003,62,33.5,21.6,6.7,2.2,0.7,0.5,0.457,0.368,0.8959999999999999,7.6,0.175,2012,False,0.545,1.78,True
Russell Westbrook,23,OKC,0.003,66,35.3,23.6,4.6,5.5,1.7,0.3,0.457,0.316,0.823,7.9,0.163,2012,False,0.7120000000000001,6.44,True
Tim Duncan,35,SAS,0.002,58,28.2,15.4,9.0,2.3,0.7,1.5,0.49200000000000005,0.0,0.695,5.9,0.174,2012,False,0.758,7.28,True
Joe Johnson,30,ATL,0.001,60,35.5,18.8,3.7,3.9,0.8,0.2,0.45399999999999996,0.38799999999999996,0.8490000000000001,6.4,0.145,2012,False,0.606,2.67,True
LeBron James,28,MIA,0.998,76,37.9,26.8,8.0,7.3,1.7,0.9,0.565,0.406,0.753,19.3,0.322,2013,True,0.805,7.03,True
Kevin Durant,24,OKC,0.632,81,38.5,28.1,7.9,4.6,1.4,1.3,0.51,0.41600000000000004,0.905,18.9,0.29100000000000004,2013,False,0.732,9.15,True
Carmelo Anthony,28,NYK,0.39299999999999996,67,37.0,28.7,6.9,2.6,0.8,0.5,0.449,0.379,0.83,9.5,0.184,2013,False,0.659,3.73,True
Chris Paul,27,LAC,0.239,70,33.4,16.9,3.7,9.7,2.4,0.1,0.48100000000000004,0.32799999999999996,0.885,13.9,0.287,2013,False,0.6829999999999999,6.43,True
Kobe Bryant,34,LAL,0.152,78,38.6,27.3,5.6,6.0,1.4,0.3,0.46299999999999997,0.324,0.8390000000000001,10.9,0.174,2013,False,0.5489999999999999,1.48,True
Tony Parker,30,SAS,0.071,66,32.9,20.3,3.0,7.6,0.8,0.1,0.522,0.353,0.845,9.3,0.20600000000000002,2013,False,0.7070000000000001,6.67,True
Tim Duncan,36,SAS,0.054000000000000006,69,30.1,17.8,9.9,2.7,0.7,2.7,0.502,0.28600000000000003,0.8170000000000001,8.3,0.191,2013,False,0.7070000000000001,6.67,True
James Harden,23,HOU,0.027000000000000003,78,38.3,25.9,4.9,5.8,1.8,0.5,0.43799999999999994,0.368,0.851,12.8,0.20600000000000002,2013,False,0.5489999999999999,3.69,True
Russell Westbrook,24,OKC,0.006999999999999999,82,34.9,23.2,5.2,7.4,1.8,0.3,0.43799999999999994,0.32299999999999995,0.8,11.6,0.195,2013,False,0.732,9.15,True
Dwyane Wade,31,MIA,0.004,69,34.7,21.2,5.0,5.1,1.9,0.8,0.521,0.258,0.725,9.6,0.192,2013,False,0.805,7.03,True
Stephen Curry,24,GSW,0.002,78,38.2,22.9,4.0,6.9,1.6,0.2,0.451,0.45299999999999996,0.9,11.2,0.18,2013,False,0.573,1.32,True
Kevin Garnett,36,BOS,0.001,68,29.7,14.8,7.8,2.3,1.1,0.9,0.496,0.125,0.7859999999999999,5.6,0.133,2013,False,0.506,-0.62,True
Marc Gasol,28,MEM,0.001,80,35.0,14.1,7.8,4.0,1.0,1.7,0.494,0.071,0.848,11.5,0.19699999999999998,2013,False,0.6829999999999999,4.32,True
Ty Lawson,25,DEN,0.001,73,34.4,16.7,2.7,6.9,1.5,0.1,0.461,0.366,0.7559999999999999,7.4,0.141,2013,False,0.695,5.37,True
David Lee,29,GSW,0.001,79,36.8,18.5,11.2,3.5,0.8,0.3,0.519,0.0,0.797,9.1,0.15,2013,False,0.573,1.32,True
Joakim Noah,27,CHI,0.001,66,36.8,11.9,11.1,4.0,1.2,2.1,0.48100000000000004,0.0,0.7509999999999999,7.3,0.145,2013,False,0.5489999999999999,-0.02,True
Kevin Durant,25,OKC,0.986,81,38.5,32.0,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,0.295,2014,True,0.72,6.66,True
LeBron James,29,MIA,0.713,77,37.7,27.1,6.9,6.3,1.6,0.3,0.5670000000000001,0.379,0.75,15.9,0.264,2014,False,0.659,4.15,True
Blake Griffin,24,LAC,0.34700000000000003,80,35.8,24.1,9.5,3.9,1.2,0.6,0.528,0.273,0.715,12.2,0.205,2014,False,0.695,7.27,True
Joakim Noah,28,CHI,0.258,80,35.3,12.6,11.3,5.4,1.2,1.5,0.475,0.0,0.737,11.2,0.19,2014,False,0.585,1.2,True
James Harden,24,HOU,0.068,73,38.0,25.4,4.7,6.1,1.6,0.4,0.456,0.366,0.866,12.8,0.221,2014,False,0.659,5.06,True
Stephen Curry,25,GSW,0.053,78,36.5,24.0,4.3,8.5,1.6,0.2,0.47100000000000003,0.424,0.885,13.4,0.225,2014,False,0.622,5.15,True
Chris Paul,28,LAC,0.036000000000000004,62,35.0,19.1,4.3,10.7,2.5,0.1,0.467,0.368,0.855,12.2,0.27,2014,False,0.695,7.27,True
Al Jefferson,29,CHA,0.027000000000000003,73,35.0,21.8,10.8,2.1,0.9,1.1,0.509,0.2,0.69,7.8,0.146,2014,False,0.524,-0.89,True
Paul George,23,IND,0.026000000000000002,80,36.2,21.7,6.8,3.5,1.9,0.3,0.424,0.364,0.8640000000000001,10.8,0.17800000000000002,2014,False,0.6829999999999999,3.63,True
LaMarcus Aldridge,28,POR,0.021,69,36.2,23.2,11.1,2.6,0.9,1.0,0.45799999999999996,0.2,0.8220000000000001,7.5,0.14400000000000002,2014,False,0.659,4.44,True
Kevin Love,25,MIN,0.02,77,36.3,26.1,12.5,4.4,0.8,0.5,0.457,0.376,0.821,14.3,0.245,2014,False,0.488,3.1,False
Tim Duncan,37,SAS,0.017,74,29.2,15.1,9.7,3.0,0.6,1.9,0.49,0.0,0.731,7.4,0.16399999999999998,2014,False,0.7559999999999999,8.0,True
Tony Parker,31,SAS,0.017,68,29.4,16.7,2.3,5.7,0.5,0.1,0.499,0.373,0.8109999999999999,5.9,0.141,2014,False,0.7559999999999999,8.0,True
Dirk Nowitzki,35,DAL,0.006,80,32.9,21.7,6.2,2.7,0.9,0.6,0.49700000000000005,0.39799999999999996,0.899,10.9,0.19899999999999998,2014,False,0.598,2.91,True
Carmelo Anthony,29,NYK,0.003,77,38.7,27.4,8.1,3.1,1.2,0.7,0.452,0.402,0.848,10.7,0.172,2014,False,0.451,-1.4,False
Goran Dragić,27,PHO,0.002,76,35.1,20.3,3.2,5.9,1.4,0.3,0.505,0.408,0.76,10.3,0.18600000000000003,2014,False,0.585,3.02,False
Mike Conley,26,MEM,0.001,73,33.5,17.2,2.9,6.0,1.5,0.2,0.45,0.361,0.815,8.2,0.161,2014,False,0.61,2.18,True
Stephen Curry,26,GSW,0.922,80,32.7,23.8,4.3,7.7,2.0,0.2,0.48700000000000004,0.44299999999999995,0.914,15.7,0.28800000000000003,2015,True,0.8170000000000001,10.01,True
James Harden,25,HOU,0.72,81,36.8,27.4,5.7,7.0,1.9,0.7,0.44,0.375,0.868,16.4,0.265,2015,False,0.6829999999999999,3.82,True
LeBron James,30,CLE,0.425,69,36.1,25.3,6.0,7.4,1.6,0.7,0.488,0.354,0.71,10.4,0.19899999999999998,2015,False,0.6459999999999999,4.08,True
Russell Westbrook,26,OKC,0.271,67,34.4,28.1,7.3,8.6,2.1,0.2,0.426,0.299,0.835,10.6,0.222,2015,False,0.5489999999999999,2.47,False
Anthony Davis,21,NOP,0.156,68,36.1,24.4,10.2,2.2,1.5,2.9,0.535,0.083,0.805,14.0,0.27399999999999997,2015,False,0.5489999999999999,1.13,True
Chris Paul,29,LAC,0.095,82,34.8,19.1,4.6,10.2,1.9,0.2,0.485,0.39799999999999996,0.9,16.1,0.27,2015,False,0.6829999999999999,6.8,True
LaMarcus Aldridge,29,POR,0.005,71,35.4,23.4,10.2,1.7,0.7,1.0,0.466,0.35200000000000004,0.845,8.6,0.165,2015,False,0.622,4.41,True
Marc Gasol,30,MEM,0.002,81,33.2,17.4,7.8,3.8,0.9,1.6,0.494,0.17600000000000002,0.795,10.2,0.182,2015,False,0.6709999999999999,3.62,True
Blake Griffin,25,LAC,0.002,67,35.2,21.9,7.6,5.3,0.9,0.5,0.502,0.4,0.728,9.0,0.183,2015,False,0.6829999999999999,6.8,True
Tim Duncan,38,SAS,0.001,77,28.9,13.9,9.1,3.0,0.8,2.0,0.512,0.28600000000000003,0.74,9.6,0.207,2015,False,0.6709999999999999,6.34,True
Kawhi Leonard,23,SAS,0.001,64,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204,2015,False,0.6709999999999999,6.34,True
Klay Thompson,24,GSW,0.001,77,31.9,21.7,3.2,2.9,1.1,0.8,0.46299999999999997,0.439,0.879,8.8,0.172,2015,False,0.8170000000000001,10.01,True
Stephen Curry,27,GSW,1.0,79,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.45399999999999996,0.9079999999999999,17.9,0.318,2016,True,0.89,10.38,True
Kawhi Leonard,24,SAS,0.484,72,33.1,21.2,6.8,2.6,1.8,1.0,0.506,0.44299999999999995,0.8740000000000001,13.7,0.27699999999999997,2016,False,0.8170000000000001,10.28,True
LeBron James,31,CLE,0.48200000000000004,76,35.6,25.3,7.4,6.8,1.4,0.6,0.52,0.309,0.731,13.6,0.242,2016,False,0.695,5.45,True
Russell Westbrook,27,OKC,0.371,80,34.4,23.5,7.8,10.4,2.0,0.3,0.45399999999999996,0.29600000000000004,0.812,14.0,0.245,2016,False,0.6709999999999999,7.09,True
Kevin Durant,27,OKC,0.11199999999999999,72,35.8,28.2,8.2,5.0,1.0,1.2,0.505,0.387,0.898,14.5,0.27,2016,False,0.6709999999999999,7.09,True
Chris Paul,30,LAC,0.08199999999999999,74,32.7,19.5,4.2,10.0,2.1,0.2,0.462,0.371,0.8959999999999999,12.7,0.253,2016,False,0.6459999999999999,4.13,True
Draymond Green,25,GSW,0.038,81,34.7,14.0,9.5,7.4,1.5,1.4,0.49,0.38799999999999996,0.696,11.1,0.19,2016,False,0.89,10.38,True
Damian Lillard,25,POR,0.02,75,35.7,25.1,4.0,6.8,0.9,0.4,0.419,0.375,0.892,9.2,0.165,2016,False,0.537,0.98,True
James Harden,26,HOU,0.006999999999999999,82,38.1,29.0,6.1,7.5,1.7,0.6,0.439,0.359,0.86,13.3,0.204,2016,False,0.5,0.34,True
Kyle Lowry,29,TOR,0.005,77,37.0,21.2,4.7,6.4,2.1,0.4,0.42700000000000005,0.38799999999999996,0.8109999999999999,11.6,0.196,2016,False,0.6829999999999999,4.08,True
Russell Westbrook,28,OKC,0.879,81,34.6,31.6,10.7,10.4,1.6,0.4,0.425,0.34299999999999997,0.845,13.1,0.22399999999999998,2017,True,0.573,1.14,True
James Harden,27,HOU,0.746,81,36.4,29.1,8.1,11.2,1.5,0.5,0.44,0.34700000000000003,0.847,15.0,0.245,2017,False,0.6709999999999999,5.84,True
Kawhi Leonard,25,SAS,0.495,74,33.4,25.5,5.8,3.5,1.8,0.7,0.485,0.38,0.88,13.6,0.264,2017,False,0.7440000000000001,7.13,True
LeBron James,32,CLE,0.33,74,37.8,26.4,8.6,8.7,1.2,0.6,0.5479999999999999,0.363,0.674,12.9,0.221,2017,False,0.622,2.87,True
Isaiah Thomas,27,BOS,0.08,76,33.8,28.9,2.7,5.9,0.9,0.2,0.46299999999999997,0.379,0.909,12.5,0.23399999999999999,2017,False,0.6459999999999999,2.25,True
Stephen Curry,28,GSW,0.051,79,33.4,25.3,4.5,6.6,1.8,0.2,0.46799999999999997,0.41100000000000003,0.898,12.6,0.22899999999999998,2017,False,0.8170000000000001,11.35,True
Giannis Antetokounmpo,22,MIL,0.006999999999999999,80,35.6,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,12.4,0.21,2017,False,0.512,-0.45,True
John Wall,26,WAS,0.006999999999999999,78,36.4,23.1,4.2,10.7,2.0,0.6,0.451,0.327,0.8009999999999999,8.8,0.149,2017,False,0.598,1.36,True
Anthony Davis,23,NOP,0.002,75,36.1,28.0,11.8,2.1,1.3,2.2,0.505,0.299,0.802,11.0,0.195,2017,False,0.415,-1.69,False
Kevin Durant,28,GSW,0.002,62,33.4,25.1,8.3,4.8,1.1,1.6,0.537,0.375,0.875,12.0,0.278,2017,False,0.8170000000000001,11.35,True
DeMar DeRozan,27,TOR,0.001,74,35.4,27.3,5.2,3.9,1.1,0.2,0.467,0.266,0.8420000000000001,9.0,0.166,2017,False,0.622,3.65,True
James Harden,28,HOU,0.955,72,35.4,30.4,5.4,8.8,1.8,0.7,0.449,0.36700000000000005,0.858,15.4,0.289,2018,True,0.7929999999999999,8.21,True
LeBron James,33,CLE,0.731,82,36.9,27.5,8.6,9.1,1.4,0.9,0.542,0.36700000000000005,0.731,14.0,0.221,2018,False,0.61,0.59,True
Anthony Davis,24,NOP,0.441,75,36.4,28.1,11.1,2.3,1.5,2.6,0.534,0.34,0.828,13.7,0.24100000000000002,2018,False,0.585,1.48,True
Damian Lillard,27,POR,0.205,73,36.6,26.9,4.5,6.6,1.1,0.4,0.439,0.361,0.9159999999999999,12.6,0.22699999999999998,2018,False,0.598,2.6,True
Russell Westbrook,29,OKC,0.075,80,36.4,25.4,10.1,10.3,1.8,0.3,0.449,0.298,0.737,10.1,0.166,2018,False,0.585,3.42,True
Giannis Antetokounmpo,23,MIL,0.07400000000000001,75,36.7,26.9,10.0,4.8,1.5,1.4,0.529,0.307,0.76,11.9,0.207,2018,False,0.537,-0.45,True
Kevin Durant,29,GSW,0.065,68,34.2,26.4,6.8,5.4,0.7,1.8,0.516,0.419,0.889,10.4,0.215,2018,False,0.7070000000000001,5.79,True
DeMar DeRozan,28,TOR,0.032,80,33.9,23.0,3.9,5.2,1.1,0.3,0.456,0.31,0.825,9.6,0.17,2018,False,0.72,7.29,True
LaMarcus Aldridge,32,SAS,0.006,75,33.5,23.1,8.5,2.0,0.6,1.2,0.51,0.293,0.8370000000000001,10.9,0.209,2018,False,0.573,2.89,True
Jimmy Butler,28,MIN,0.005,59,36.7,22.2,5.3,4.9,2.0,0.4,0.474,0.35,0.8540000000000001,8.9,0.198,2018,False,0.573,2.35,True
Stephen Curry,29,GSW,0.005,51,32.0,26.4,5.1,6.1,1.6,0.2,0.495,0.423,0.9209999999999999,9.1,0.267,2018,False,0.7070000000000001,5.79,True
Joel Embiid,23,PHI,0.004,63,30.3,22.9,11.0,3.2,0.6,1.8,0.483,0.308,0.769,6.2,0.155,2018,False,0.634,4.3,True
Victor Oladipo,25,IND,0.002,75,34.0,23.1,5.2,4.3,2.4,0.8,0.47700000000000004,0.371,0.799,8.2,0.155,2018,False,0.585,1.18,True
Giannis Antetokounmpo,24,MIL,0.932,72,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.7290000000000001,14.4,0.292,2019,True,0.732,8.04,True
James Harden,29,HOU,0.768,78,36.8,36.1,6.6,7.5,2.0,0.7,0.442,0.368,0.879,15.2,0.254,2019,False,0.6459999999999999,4.96,True
Paul George,28,OKC,0.35200000000000004,77,36.9,28.0,8.2,4.1,2.2,0.4,0.43799999999999994,0.386,0.8390000000000001,11.9,0.201,2019,False,0.598,3.56,True
Nikola Jokić,23,DEN,0.21,80,31.3,20.1,10.8,7.3,1.4,0.7,0.511,0.307,0.821,11.8,0.226,2019,False,0.659,4.19,True
Stephen Curry,30,GSW,0.17300000000000001,69,33.8,27.3,5.3,5.2,1.3,0.4,0.47200000000000003,0.43700000000000006,0.9159999999999999,9.7,0.19899999999999998,2019,False,0.695,6.42,True
Damian Lillard,28,POR,0.068,80,35.5,25.8,4.6,6.9,1.1,0.4,0.444,0.369,0.912,12.1,0.205,2019,False,0.6459999999999999,4.43,True
Joel Embiid,24,PHI,0.049,64,33.7,27.5,13.6,3.7,0.7,1.9,0.484,0.3,0.804,8.7,0.19399999999999998,2019,False,0.622,2.25,True
Kevin Durant,30,GSW,0.025,78,34.6,26.0,6.4,5.9,0.7,1.1,0.521,0.353,0.885,11.5,0.204,2019,False,0.695,6.42,True
Kawhi Leonard,27,TOR,0.013000000000000001,60,34.0,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.8540000000000001,9.5,0.22399999999999998,2019,False,0.7070000000000001,5.49,True
Russell Westbrook,30,OKC,0.008,73,36.0,22.9,11.1,10.7,1.9,0.5,0.428,0.29,0.6559999999999999,6.8,0.124,2019,False,0.598,3.56,True
Rudy Gobert,26,UTA,0.001,81,31.8,15.9,12.9,2.0,0.8,2.3,0.669,0.0,0.636,14.4,0.268,2019,False,0.61,5.28,True
LeBron James,34,LAL,0.001,55,35.2,27.4,8.5,8.3,1.3,0.6,0.51,0.33899999999999997,0.665,7.2,0.179,2019,False,0.451,-1.33,False
Giannis Antetokounmpo,25,MIL,0.9520000000000001,63,30.4,29.5,13.6,5.6,1.0,1.0,0.5529999999999999,0.304,0.633,11.1,0.27899999999999997,2020,True,0.767,9.41,True
LeBron James,35,LAL,0.746,67,34.6,25.3,7.8,10.2,1.2,0.5,0.493,0.348,0.693,9.8,0.204,2020,False,0.732,6.28,True
James Harden,30,HOU,0.363,68,36.5,34.3,6.6,7.5,1.8,0.9,0.444,0.355,0.865,13.1,0.254,2020,False,0.611,3.13,True
Luka Dončić,20,DAL,0.198,61,33.6,28.8,9.4,8.8,1.0,0.2,0.46299999999999997,0.316,0.758,8.8,0.207,2020,False,0.573,4.87,True
Kawhi Leonard,28,LAC,0.166,57,32.4,27.1,7.1,4.9,1.8,0.6,0.47,0.37799999999999995,0.8859999999999999,8.7,0.226,2020,False,0.6809999999999999,6.66,True
Anthony Davis,26,LAL,0.081,62,34.4,26.1,9.3,3.2,1.5,2.3,0.503,0.33,0.846,11.1,0.25,2020,False,0.732,6.28,True
Chris Paul,34,OKC,0.026000000000000002,70,31.5,17.6,5.0,6.7,1.6,0.2,0.489,0.365,0.907,8.9,0.193,2020,False,0.611,2.33,True
Damian Lillard,29,POR,0.023,66,37.5,30.0,4.3,8.0,1.1,0.3,0.46299999999999997,0.401,0.888,11.6,0.225,2020,False,0.473,-0.61,True
Nikola Jokić,24,DEN,0.018000000000000002,73,32.0,19.9,9.7,7.0,1.2,0.6,0.528,0.314,0.8170000000000001,9.8,0.20199999999999999,2020,False,0.63,2.35,True
Pascal Siakam,25,TOR,0.017,60,35.2,22.9,7.3,3.5,1.0,0.9,0.45299999999999996,0.359,0.792,5.4,0.12300000000000001,2020,False,0.736,5.97,True
Jimmy Butler,30,MIA,0.009000000000000001,58,33.8,19.9,6.7,6.0,1.8,0.6,0.455,0.244,0.8340000000000001,9.0,0.221,2020,False,0.603,2.59,True
Jayson Tatum,21,BOS,0.001,66,34.3,23.4,7.0,3.0,1.4,0.9,0.45,0.40299999999999997,0.812,6.9,0.146,2020,False,0.667,5.83,True
